id,match_id,half,team_name,name,start,end
224,1,One,Team B,OUT_POSSESSION,31780,32124
225,1,One,Team B,IN_POSSESSION,32125,32527
226,1,One,Team A,OUT_POSSESSION,32125,32527
227,1,One,Team A,IN_POSSESSION,32528,32615
228,1,One,Team B,OUT_POSSESSION,32528,32615
229,1,One,Team B,IN_POSSESSION,32616,32828
230,1,One,Team A,OUT_POSSESSION,32616,32828
231,1,One,Team A,IN_POSSESSION,32829,32884
232,1,One,Team B,OUT_POSSESSION,32829,32884
233,1,One,Team A,IN_POSSESSION,32885,32886
234,1,One,Team B,OUT_POSSESSION,32885,32886
235,1,One,Team A,IN_POSSESSION,32911,32934
236,1,One,Team B,OUT_POSSESSION,32911,32934
237,1,One,Team B,IN_POSSESSION,32978,33518
238,1,One,Team A,OUT_POSSESSION,32978,33518
239,1,One,Team A,IN_POSSESSION,33519,33547
240,1,One,Team B,OUT_POSSESSION,33519,33547
241,1,One,Team A,IN_POSSESSION,33551,33690
242,1,One,Team B,OUT_POSSESSION,33551,33690
243,1,One,Team B,IN_POSSESSION,33691,33735
244,1,One,Team A,OUT_POSSESSION,33691,33735
245,1,One,Team A,IN_POSSESSION,33736,33774
246,1,One,Team B,OUT_POSSESSION,33736,33774
247,1,One,Team A,IN_POSSESSION,33832,34826
248,1,One,Team B,OUT_POSSESSION,33832,34826
249,1,One,Team B,IN_POSSESSION,34827,35278
250,1,One,Team A,OUT_POSSESSION,34827,35278
251,1,One,Team A,IN_POSSESSION,35375,35772
252,1,One,Team B,OUT_POSSESSION,35375,35772
253,1,One,Team B,IN_POSSESSION,35773,35822
254,1,One,Team A,OUT_POSSESSION,35773,35822
255,1,One,Team A,IN_POSSESSION,35823,36225
256,1,One,Team B,OUT_POSSESSION,35823,36225
257,1,One,Team B,IN_POSSESSION,36226,36773
258,1,One,Team A,OUT_POSSESSION,36226,36773
259,1,One,Team B,IN_POSSESSION,36818,37052
260,1,One,Team A,OUT_POSSESSION,36818,37052
261,1,One,Team A,IN_POSSESSION,37053,37681
262,1,One,Team B,OUT_POSSESSION,37053,37681
263,1,One,Team B,IN_POSSESSION,37682,37742
264,1,One,Team A,OUT_POSSESSION,37682,37742
265,1,One,Team A,IN_POSSESSION,37743,38312
266,1,One,Team B,OUT_POSSESSION,37743,38312
267,1,One,Team A,IN_POSSESSION,38322,38325
268,1,One,Team B,OUT_POSSESSION,38322,38325
269,1,One,Team A,IN_POSSESSION,38384,38650
270,1,One,Team B,OUT_POSSESSION,38384,38650
271,1,One,Team B,IN_POSSESSION,38651,38794
272,1,One,Team A,OUT_POSSESSION,38651,38794
273,1,One,Team A,IN_POSSESSION,38795,39634
274,1,One,Team B,OUT_POSSESSION,38795,39634
275,1,One,Team B,IN_POSSESSION,39678,40703
276,1,One,Team A,OUT_POSSESSION,39678,40703
277,1,One,Team B,IN_POSSESSION,40746,40905
278,1,One,Team A,OUT_POSSESSION,40746,40905
279,1,One,Team A,IN_POSSESSION,40906,41262
280,1,One,Team B,OUT_POSSESSION,40906,41262
281,1,One,Team B,IN_POSSESSION,41263,41279
282,1,One,Team A,OUT_POSSESSION,41263,41279
283,1,One,Team B,IN_POSSESSION,41280,41284
284,1,One,Team A,OUT_POSSESSION,41280,41284
285,1,One,Team B,IN_POSSESSION,41508,42152
286,1,One,Team A,OUT_POSSESSION,41508,42152
287,1,One,Team A,IN_POSSESSION,42153,42278
288,1,One,Team B,OUT_POSSESSION,42153,42278
289,1,One,Team B,IN_POSSESSION,42280,42323
290,1,One,Team A,OUT_POSSESSION,42280,42323
291,1,One,Team A,IN_POSSESSION,42324,42546
292,1,One,Team B,OUT_POSSESSION,42324,42546
293,1,One,Team B,IN_POSSESSION,42547,42572
294,1,One,Team A,OUT_POSSESSION,42547,42572
295,1,One,Team A,IN_POSSESSION,42573,42657
296,1,One,Team B,OUT_POSSESSION,42573,42657
297,1,One,Team B,IN_POSSESSION,42658,44156
298,1,One,Team A,OUT_POSSESSION,42658,44156
299,1,One,Team A,IN_POSSESSION,44157,44266
300,1,One,Team B,OUT_POSSESSION,44157,44266
301,1,One,Team A,IN_POSSESSION,44396,44717
302,1,One,Team B,OUT_POSSESSION,44396,44717
303,1,One,Team A,IN_POSSESSION,44718,44719
304,1,One,Team B,OUT_POSSESSION,44718,44719
305,1,One,Team B,IN_POSSESSION,44720,44960
306,1,One,Team A,OUT_POSSESSION,44720,44960
307,1,One,Team B,IN_POSSESSION,45005,45460
308,1,One,Team A,OUT_POSSESSION,45005,45460
309,1,One,Team A,IN_POSSESSION,45462,45510
310,1,One,Team B,OUT_POSSESSION,45462,45510
311,1,One,Team B,IN_POSSESSION,45511,47195
312,1,One,Team A,OUT_POSSESSION,45511,47195
313,1,One,Team A,IN_POSSESSION,47196,47352
314,1,One,Team B,OUT_POSSESSION,47196,47352
315,1,One,Team B,IN_POSSESSION,47955,48678
316,1,One,Team A,OUT_POSSESSION,47955,48678
317,1,One,Team A,IN_POSSESSION,48679,48706
318,1,One,Team B,OUT_POSSESSION,48679,48706
319,1,One,Team A,IN_POSSESSION,48707,48711
320,1,One,Team B,OUT_POSSESSION,48707,48711
321,1,One,Team B,IN_POSSESSION,48738,48848
322,1,One,Team A,OUT_POSSESSION,48738,48848
323,1,One,Team A,IN_POSSESSION,48849,49152
324,1,One,Team B,OUT_POSSESSION,48849,49152
325,1,One,Team B,IN_POSSESSION,49153,49598
326,1,One,Team A,OUT_POSSESSION,49153,49598
327,1,One,Team A,IN_POSSESSION,49599,49695
328,1,One,Team B,OUT_POSSESSION,49599,49695
329,1,One,Team B,IN_POSSESSION,49696,50328
330,1,One,Team A,OUT_POSSESSION,49696,50328
331,1,One,Team A,IN_POSSESSION,50329,50419
332,1,One,Team B,OUT_POSSESSION,50329,50419
333,1,One,Team A,IN_POSSESSION,50421,50453
334,1,One,Team B,OUT_POSSESSION,50421,50453
335,1,One,Team B,IN_POSSESSION,50454,50757
336,1,One,Team A,OUT_POSSESSION,50454,50757
337,1,One,Team A,IN_POSSESSION,50758,51488
338,1,One,Team B,OUT_POSSESSION,50758,51488
339,1,One,Team B,IN_POSSESSION,51489,51668
340,1,One,Team A,OUT_POSSESSION,51489,51668
341,1,One,Team A,IN_POSSESSION,51669,51770
342,1,One,Team B,OUT_POSSESSION,51669,51770
343,1,One,Team A,IN_POSSESSION,51858,51908
344,1,One,Team B,OUT_POSSESSION,51858,51908
345,1,One,Team B,IN_POSSESSION,51909,51966
346,1,One,Team A,OUT_POSSESSION,51909,51966
347,1,One,Team A,IN_POSSESSION,51967,52510
348,1,One,Team B,OUT_POSSESSION,51967,52510
349,1,One,Team B,IN_POSSESSION,52511,52513
